run_id,scenario,start_utc,end_utc,users,rampup_s,duration_s,host,port,checkout_percent,currency_percent,review_write_percent,target_service,fault_type,fault_parameters,operator
CHAOS-20260609-040452,mixed,2026-06-08T20:04:52Z,,30,30,3900,127.0.0.1,8080,30,20,10,,,,
