run_id,event,timestamp_utc,details
CHAOS-20260609-040452,TEST_START,2026-06-08T20:05:00Z,JMeter mixed 30 users
CHAOS-20260609-040452,FAULT_START,2026-06-08T20:05:02Z,memory-stress → adservice (rep 1/1)
