timestamp,frontend&cpu_usage,frontend&mem_usage_mb,frontend&mem_usage_pct,frontend&grpc_latency_p99,frontend&grpc_error_rate,frontend&grpc_rps,frontend&pod_restarts,cartservice&cpu_usage,cartservice&mem_usage_mb,cartservice&mem_usage_pct,cartservice&grpc_latency_p99,cartservice&grpc_error_rate,cartservice&grpc_rps,cartservice&pod_restarts,productcatalogservice&cpu_usage,productcatalogservice&mem_usage_mb,productcatalogservice&mem_usage_pct,productcatalogservice&grpc_latency_p99,productcatalogservice&grpc_error_rate,productcatalogservice&grpc_rps,productcatalogservice&pod_restarts,currencyservice&cpu_usage,currencyservice&mem_usage_mb,currencyservice&mem_usage_pct,currencyservice&grpc_latency_p99,currencyservice&grpc_error_rate,currencyservice&grpc_rps,currencyservice&pod_restarts,paymentservice&cpu_usage,paymentservice&mem_usage_mb,paymentservice&mem_usage_pct,paymentservice&grpc_latency_p99,paymentservice&grpc_error_rate,paymentservice&grpc_rps,paymentservice&pod_restarts,shippingservice&cpu_usage,shippingservice&mem_usage_mb,shippingservice&mem_usage_pct,shippingservice&grpc_latency_p99,shippingservice&grpc_error_rate,shippingservice&grpc_rps,shippingservice&pod_restarts,checkoutservice&cpu_usage,checkoutservice&mem_usage_mb,checkoutservice&mem_usage_pct,checkoutservice&grpc_latency_p99,checkoutservice&grpc_error_rate,checkoutservice&grpc_rps,checkoutservice&pod_restarts,emailservice&cpu_usage,emailservice&mem_usage_mb,emailservice&mem_usage_pct,emailservice&grpc_latency_p99,emailservice&grpc_error_rate,emailservice&grpc_rps,emailservice&pod_restarts,recommendationservice&cpu_usage,recommendationservice&mem_usage_mb,recommendationservice&mem_usage_pct,recommendationservice&grpc_latency_p99,recommendationservice&grpc_error_rate,recommendationservice&grpc_rps,recommendationservice&pod_restarts,adservice&cpu_usage,adservice&mem_usage_mb,adservice&mem_usage_pct,adservice&grpc_latency_p99,adservice&grpc_error_rate,adservice&grpc_rps,adservice&pod_restarts,reviewservice&cpu_usage,reviewservice&mem_usage_mb,reviewservice&mem_usage_pct,reviewservice&grpc_latency_p99,reviewservice&grpc_error_rate,reviewservice&grpc_rps,reviewservice&pod_restarts,system&total_rps,system&node_cpu_pct,system&node_mem_pct,fault_type,target_service
1780956540,7.416393,74.882812,6.500244,0.079667,0.198347,2.521306,1.0,1.688642,106.933594,9.28243,0.004671,0.008242,7.584755,7.0,2.714073,57.109375,4.957411,0.000875,0.001789,34.94478,1.0,3.086173,153.808594,13.35144,0.002842,0.002208,28.3184,1.0,0.41303,136.484375,11.847602,0.000985,0.166667,0.363747,1.0,0.60741,57.628906,5.002509,0.000499,0.025641,2.438008,1.0,0.777266,63.085938,5.47621,0.024829,0.16,0.520931,1.0,0.545836,85.160156,7.392375,0.214,0.863636,0.458419,2.0,1.01398,89.632812,6.080924,0.072,0.985849,4.417679,1.0,0.794722,136.253906,10.291081,0.002467,0.015957,3.917483,3.0,0.912689,74.078125,6.430393,0.01215,0.011583,5.39707,1.0,90.882578,9.437383,56.692674,normal,none
1780956550,7.068767,75.109375,6.519911,0.085833,0.2,2.576538,1.0,1.775995,107.4375,9.326172,0.004725,0.00813,7.211257,7.0,2.621386,57.109375,4.957411,0.000872,0.001742,33.651873,1.0,2.823351,152.394531,13.228692,0.002974,0.00223,27.190058,1.0,0.445004,136.347656,11.835734,0.000979,0.136364,0.450303,1.0,0.594298,57.628906,5.002509,0.000615,0.027397,2.212792,1.0,0.585632,63.085938,5.47621,0.046875,0.12,0.488568,1.0,0.546315,85.160156,7.392375,0.2275,0.857143,0.424358,2.0,1.385352,89.644531,6.081719,0.06525,0.986014,4.334647,1.0,0.845042,136.601562,10.317339,0.00242,0.016129,3.758715,3.0,1.157427,74.078125,6.430393,0.008275,0.011696,5.183389,1.0,87.482497,12.268869,56.692674,normal,none
1780956560,7.068767,75.109375,6.519911,0.08125,0.213333,2.26033,1.0,1.815747,107.191406,9.30481,0.00475,0.00823,7.323689,7.0,2.644007,57.160156,4.961819,0.000846,0.001674,36.014587,1.0,2.823351,152.394531,13.228692,0.002531,0.002309,25.385472,1.0,0.447834,136.347656,11.835734,0.000979,0.111111,0.542545,1.0,0.502957,57.152344,4.961141,0.000687,0.024793,2.364621,1.0,0.863619,63.117188,5.478923,0.047625,0.105263,0.572617,1.0,0.550708,85.15625,7.392036,0.23125,0.869565,0.449473,2.0,1.385352,89.644531,6.081719,0.065333,0.985981,4.182056,1.0,0.810018,136.625,10.319109,0.00138,0.016854,3.478533,3.0,1.067044,74.101562,6.432427,0.008975,0.012448,4.709791,1.0,87.283713,15.102691,56.779222,normal,none
1780956570,5.092171,75.53125,6.556532,0.0815,0.223214,2.324568,1.0,1.815747,107.191406,9.30481,0.004762,0.008242,7.554845,7.0,2.050752,57.175781,4.963175,0.000887,0.001715,36.299863,1.0,3.0456,152.917969,13.274129,0.00196,0.00218,28.558976,1.0,0.466229,136.746094,11.870321,0.000979,0.117647,0.512357,1.0,0.608589,57.152344,4.961141,0.000793,0.02459,2.532118,1.0,0.861757,63.152344,5.481974,0.046875,0.12,0.518877,1.0,0.582063,85.15625,7.392036,0.2125,0.892857,0.58113,2.0,1.516389,89.722656,6.087019,0.0655,0.985915,4.279687,1.0,0.819455,136.625,10.319109,0.003536,0.016216,3.839688,3.0,1.052397,74.101562,6.432427,0.0093,0.013158,4.732254,1.0,91.734362,9.762147,56.714712,normal,none
1780956580,7.070905,75.53125,6.556532,0.0625,0.236842,2.290467,1.0,1.874509,106.964844,9.285143,0.004828,0.00823,7.323468,7.0,2.775463,57.300781,4.974026,0.000893,0.001774,32.953327,1.0,2.366472,152.917969,13.274129,0.002047,0.002345,25.707483,1.0,0.498427,136.746094,11.870321,0.00388,0.107143,0.57144,1.0,0.596209,57.152344,4.961141,0.000795,0.02439,2.471294,1.0,0.867365,63.152344,5.481974,0.048,0.066667,0.45208,1.0,0.461957,85.15625,7.392036,0.2125,0.892857,0.58113,2.0,1.492302,89.722656,6.087019,0.07275,0.985915,4.420922,1.0,0.842905,136.722656,10.326485,0.003536,0.016216,3.839688,3.0,1.015572,74.171875,6.438531,0.0093,0.013158,4.732254,1.0,85.343553,9.762147,56.714712,normal,none
1780956590,6.92392,74.910156,6.502618,0.0715,0.219298,2.221573,1.0,1.807487,106.964844,9.285143,0.004774,0.008219,7.11293,7.0,2.775463,57.300781,4.974026,0.000923,0.001826,33.046627,1.0,2.938194,153.296875,13.30702,0.002208,0.002262,25.840398,1.0,0.450991,136.570312,11.855062,0.00424,0.111111,0.543265,1.0,0.563638,57.078125,4.954698,0.000896,0.023622,2.47491,1.0,0.43054,63.152344,5.481974,0.04675,0.115385,0.506674,1.0,0.519919,84.757812,7.357449,0.211,0.888889,0.526162,2.0,1.512207,89.742188,6.088344,0.095,0.985222,3.955958,1.0,0.781314,136.730469,10.327075,0.003576,0.016575,3.527234,3.0,1.015572,74.171875,6.438531,0.00935,0.013274,4.404084,1.0,84.159815,15.25645,56.723878,normal,none
1780956600,7.670984,74.796875,6.492784,0.08975,0.227642,2.555366,1.0,1.736108,106.9375,9.282769,0.004695,0.008108,7.686714,7.0,2.766528,57.246094,4.969279,0.000912,0.001802,34.590934,1.0,3.267834,153.339844,13.31075,0.002537,0.002165,27.886763,1.0,0.369758,136.570312,11.855062,0.00404,0.130435,0.455915,1.0,0.584419,57.433594,4.985555,0.000986,0.024194,2.576142,1.0,0.714921,63.117188,5.478923,0.024817,0.136364,0.457057,1.0,0.606992,84.757812,7.357449,0.096,0.888889,0.543232,2.0,1.512207,89.742188,6.088344,0.1885,0.984848,3.983823,1.0,0.781314,136.730469,10.327075,0.003992,0.015748,3.832921,3.0,1.034437,74.167969,6.438192,0.00865,0.012821,4.707871,1.0,89.276738,12.519241,56.723878,normal,none
1780956610,5.112438,74.796875,6.492784,0.08975,0.227642,2.555366,1.0,1.791114,106.9375,9.282769,0.004633,0.008032,7.514939,7.0,2.766528,57.246094,4.969279,0.000894,0.0018,33.531524,1.0,3.51423,154.492188,13.41078,0.002682,0.00208,29.958034,1.0,0.421002,137.164062,11.906603,0.00388,0.107143,0.57179,1.0,0.584419,57.433594,4.985555,0.000986,0.024194,2.576142,1.0,0.80783,63.117188,5.478923,0.024829,0.125,0.482888,1.0,0.592319,84.757812,7.357449,0.214,0.888889,0.560934,2.0,1.064543,89.742188,6.088344,0.1645,0.985507,4.300405,1.0,0.915161,136.878906,10.338286,0.00344,0.015544,4.00964,3.0,1.034884,73.976562,6.421577,0.006875,0.013333,4.674353,1.0,90.736016,9.689818,56.77191,normal,none
1780956620,7.727606,74.644531,6.47956,0.090714,0.224806,2.63432,1.0,1.666692,106.929688,9.282091,0.00461,0.007692,7.964222,7.0,2.720805,57.273438,4.971653,0.000891,0.001772,34.573599,1.0,3.409538,153.125,13.292101,0.002746,0.001962,31.223835,1.0,0.422119,136.871094,11.881171,0.00388,0.107143,0.57179,1.0,0.462536,57.433594,4.985555,0.000971,0.022727,2.695583,1.0,0.838536,63.117188,5.478923,0.024831,0.142857,0.571779,1.0,0.46389,84.757812,7.357449,0.86,0.884615,0.530948,2.0,1.461764,89.742188,6.088344,0.169,0.984925,4.063795,1.0,0.915507,136.910156,10.340646,0.00106,0.015306,4.00245,3.0,0.986563,73.976562,6.421577,0.004986,0.013699,4.472126,1.0,93.304448,11.35389,56.783129,normal,none
1780956630,8.470684,74.992188,6.509738,0.097611,0.237762,3.119887,1.0,1.666692,106.929688,9.282091,0.004586,0.007792,8.399695,7.0,2.87702,57.582031,4.99844,0.000994,0.00175,37.39582,1.0,3.169908,153.125,13.292101,0.00286,0.001894,34.246797,1.0,0.430149,136.871094,11.881171,0.000979,0.12,0.5192,1.0,0.71193,57.539062,4.99471,0.00156,0.022989,2.821469,1.0,0.715692,62.804688,5.451796,0.02483,0.111111,0.589082,1.0,0.623044,84.757812,7.357449,0.91,0.882353,0.551322,2.0,1.493394,89.742188,6.088344,0.169,0.984925,4.063795,1.0,0.915507,136.910156,10.340646,0.000834,0.014925,3.667878,3.0,1.019412,74.113281,6.433445,0.004955,0.014184,3.785311,1.0,99.160256,6.192638,56.783129,normal,none
1780956640,8.470684,74.992188,6.509738,0.097611,0.237762,3.119887,1.0,1.93624,106.941406,9.283108,0.004586,0.007792,8.399695,7.0,2.499902,57.582031,4.99844,0.001387,0.001748,37.100697,1.0,3.658331,153.207031,13.299221,0.003542,0.001953,33.51224,1.0,0.476786,137.421875,11.928982,0.00098,0.1,0.648593,1.0,0.71193,57.539062,4.99471,0.00364,0.021898,2.988852,1.0,0.894662,62.804688,5.451796,0.02483,0.111111,0.589082,1.0,0.623044,84.757812,7.357449,0.855,0.888889,0.589069,2.0,1.578348,89.75,6.088874,0.1445,0.986047,4.690739,1.0,0.795925,136.910156,10.340646,0.0031,0.015385,4.254391,3.0,1.102116,74.066406,6.429376,0.01405,0.013825,4.734477,1.0,100.62772,5.281014,56.769355,normal,none
1780956650,6.693551,74.992188,6.509738,0.0972,0.234375,2.518446,1.0,1.742364,107.15625,9.301758,0.0047,0.007772,7.594538,7.0,2.371545,57.582031,4.99844,0.001699,0.001777,33.211349,1.0,3.635986,153.207031,13.299221,0.003785,0.001965,27.329407,1.0,0.485355,137.0,11.892361,0.000981,0.1,0.61834,1.0,0.725871,57.539062,4.99471,0.00372,0.021739,2.381485,1.0,0.88903,62.820312,5.453152,0.043,0.107143,0.550899,1.0,0.606731,84.757812,7.357449,0.895,0.888889,0.486736,2.0,1.176739,89.75,6.088874,0.1465,0.985714,4.540442,1.0,0.380043,136.910156,10.340646,0.00448,0.015504,3.528813,3.0,1.102116,74.066406,6.429376,0.0176,0.013514,4.799741,1.0,87.560197,21.861546,56.769355,normal,none
1780956660,7.097908,74.945312,6.505669,0.1225,0.235294,2.429266,1.0,1.765425,107.15625,9.301758,0.004745,0.008163,7.0018,7.0,2.201005,57.4375,4.985894,0.002292,0.001808,31.608128,1.0,3.005975,154.425781,13.405016,0.003521,0.002149,27.466257,1.0,0.485355,137.0,11.892361,0.000981,0.111111,0.540086,1.0,0.379914,57.671875,5.006239,0.00417,0.02439,2.34346,1.0,0.831855,62.820312,5.453152,0.04575,0.0625,0.457274,1.0,0.586362,84.757812,7.357449,0.87,0.88,0.491874,2.0,1.472886,89.75,6.088874,0.169,0.985577,4.092474,1.0,0.820171,136.601562,10.317339,0.00419,0.016393,3.600519,3.0,1.051693,74.320312,6.451416,0.016413,0.0131,4.505657,1.0,84.536795,14.565667,56.753228,normal,none
1780956670,7.32392,74.96875,6.507704,0.095667,0.220472,2.540508,1.0,1.812566,107.296875,9.313965,0.004751,0.008242,7.281311,7.0,2.737891,57.375,4.980469,0.001724,0.001757,34.146146,1.0,2.974834,154.425781,13.405016,0.003361,0.002158,27.805561,1.0,0.494875,137.453125,11.931695,0.000981,0.105263,0.542997,1.0,0.532864,57.671875,5.006239,0.003984,0.023256,2.580464,1.0,0.935754,62.820312,5.453152,0.046375,0.071429,0.560112,1.0,0.597267,84.761719,7.357788,0.43,0.896552,0.580116,2.0,1.472886,89.75,6.088874,0.16375,0.986175,4.340695,1.0,0.805853,136.617188,10.318519,0.00444,0.016216,3.70074,3.0,1.039963,74.320312,6.451416,0.01615,0.012712,4.72085,1.0,88.7995,12.99934,56.698785,normal,none
1780956680,6.519563,75.671875,6.568739,0.047944,0.213333,2.14347,1.0,1.650035,107.519531,9.333293,0.004791,0.008097,7.058958,7.0,2.650883,57.542969,4.995049,0.0015,0.001706,33.140423,1.0,2.745622,153.507812,13.325331,0.002231,0.002198,26.006687,1.0,0.438323,138.015625,11.980523,0.000981,0.107143,0.55205,1.0,0.532864,57.671875,5.006239,0.00346,0.025316,2.257852,1.0,0.768859,62.820312,5.453152,0.0475,0.055556,0.514418,1.0,0.554515,84.761719,7.357788,0.09575,0.894737,0.543012,2.0,1.258641,89.75,6.088874,0.187,0.985714,4.000914,1.0,0.496845,136.617188,10.318519,0.00378,0.016129,3.543768,3.0,1.043185,73.933594,6.417847,0.013,0.0125,4.572604,1.0,84.334158,17.111054,56.698785,normal,none
1780956690,5.401298,75.671875,6.568739,0.0545,0.208791,2.246783,1.0,1.650035,107.519531,9.333293,0.004716,0.007937,7.623888,7.0,1.72669,57.542969,4.995049,0.001,0.001647,36.725557,1.0,2.745622,153.507812,13.325331,0.000999,0.002237,25.279469,1.0,0.438323,138.015625,11.980523,0.000979,0.111111,0.544811,1.0,0.601541,57.691406,5.007935,0.00258,0.02459,2.299977,1.0,0.691801,62.898438,5.459934,0.04525,0.105263,0.5748,1.0,0.462656,84.761719,7.357788,0.44,0.888889,0.508992,2.0,1.345368,89.75,6.088874,0.22,0.986364,4.147344,1.0,0.64716,136.644531,10.320584,0.003536,0.01676,3.37443,3.0,1.063675,74.023438,6.425646,0.0127,0.012195,4.637484,1.0,87.963535,18.005731,56.833365,normal,none
1780956700,7.759415,74.96875,6.507704,0.083,0.223022,2.892459,1.0,1.943826,107.515625,9.332954,0.004704,0.007833,7.970034,7.0,2.980201,57.273438,4.971653,0.000908,0.00164,38.060556,1.0,3.015163,154.5625,13.416884,0.000985,0.002077,29.133263,1.0,0.476439,137.625,11.946615,0.00384,0.103448,0.575797,1.0,0.608805,57.695312,5.008274,0.00083,0.022059,2.830091,1.0,0.940818,62.898438,5.459934,0.0425,0.1,0.624285,1.0,0.61967,84.761719,7.357788,0.4525,0.9,0.605034,2.0,1.492141,90.257812,6.123325,0.175,0.986842,4.598397,1.0,0.815059,136.644531,10.320584,0.003293,0.016,3.781576,3.0,0.917052,74.023438,6.425646,0.012625,0.012121,4.99153,1.0,96.06302,12.261012,56.833365,normal,none
1780956710,6.443181,74.96875,6.507704,0.088125,0.237113,2.934414,1.0,1.937067,107.515625,9.332954,0.00467,0.007576,7.986689,7.0,2.394749,57.273438,4.971653,0.000915,0.001629,37.150204,1.0,3.015163,154.5625,13.416884,0.001147,0.002035,30.673187,1.0,0.50632,138.007812,11.979845,0.00392,0.111111,0.554665,1.0,0.608805,57.695312,5.008274,0.00083,0.022059,2.830091,1.0,0.74949,62.898438,5.459934,0.02482,0.111111,0.544547,1.0,0.487263,84.761719,7.357788,0.85,0.9,0.624285,2.0,1.492141,90.257812,6.123325,0.2125,0.986667,4.682038,1.0,0.659372,136.644531,10.320584,0.00232,0.015152,4.120279,3.0,1.190935,73.878906,6.4131,0.01245,0.011952,5.222964,1.0,97.323363,9.548235,56.739705,normal,none
1780956720,7.321288,74.726562,6.486681,0.08275,0.224638,2.705299,1.0,1.822167,107.488281,9.33058,0.004732,0.007772,7.567292,7.0,2.787212,57.113281,4.95775,0.000983,0.001701,34.581455,1.0,2.830007,153.542969,13.328383,0.002316,0.002222,26.46488,1.0,0.42794,138.007812,11.979845,0.00424,0.111111,0.546299,1.0,0.405552,56.726562,4.924181,0.000499,0.022059,2.666144,1.0,0.830534,62.90625,5.460612,0.024821,0.153846,0.509684,1.0,0.587005,84.761719,7.357788,0.875,0.884615,0.509694,2.0,1.196629,89.75,6.088874,0.3675,0.986928,4.628649,1.0,0.75984,136.644531,10.320584,0.002573,0.016484,3.567928,3.0,1.033831,73.878906,6.4131,0.01768,0.012195,4.822584,1.0,88.569907,14.886589,56.511465,jvm-cpu,adservice
1780956730,8.143504,75.253906,6.532457,0.085333,0.224719,2.700652,1.0,1.849031,107.488281,9.33058,0.004728,0.007979,7.84052,7.0,2.691649,57.113281,4.95775,0.000947,0.00176,35.554165,1.0,3.05768,154.71875,13.430447,0.003178,0.002176,27.886512,1.0,0.466299,137.664062,11.950005,0.00396,0.12,0.497206,1.0,0.585987,56.726562,4.924181,0.000545,0.021505,2.82203,1.0,0.869904,62.90625,5.460612,0.02483,0.12,0.521322,1.0,0.606824,84.765625,7.358127,0.91,0.888889,0.546199,2.0,1.4889,89.75,6.088874,0.081,0.985401,4.157184,1.0,0.724587,136.644531,10.320584,0.00258,0.015748,3.85374,3.0,1.173581,73.804688,6.406657,0.019075,0.0125,4.855105,1.0,91.234637,12.227651,56.511465,jvm-cpu,adservice
1780956740,7.663326,75.851562,6.584337,0.089,0.242424,2.752638,1.0,1.658177,107.488281,9.33058,0.004728,0.007979,7.84052,7.0,2.711241,57.523438,4.993354,0.001628,0.001835,33.074402,1.0,3.1816,154.71875,13.430447,0.002981,0.002099,29.79877,1.0,0.455201,137.90625,11.971029,0.00093,0.142857,0.424822,1.0,0.626401,56.726562,4.924181,0.00089,0.024793,2.523146,1.0,0.795951,62.921875,5.461968,0.02483,0.12,0.521322,1.0,0.564066,84.765625,7.358127,0.9375,0.869565,0.479616,2.0,1.203429,89.75,6.088874,0.073,0.985437,4.295604,1.0,0.794981,136.644531,10.320584,0.0011,0.015306,4.08725,3.0,1.12633,73.804688,6.406657,0.015887,0.012346,5.067251,1.0,90.865342,9.495558,56.579631,jvm-cpu,adservice
1780956750,7.663326,75.851562,6.584337,0.079167,0.219512,2.39883,1.0,1.658177,107.488281,9.33058,0.004724,0.008219,7.118618,7.0,2.711241,57.523438,4.993354,0.000962,0.00184,31.789371,1.0,2.351043,154.71875,13.430447,0.003202,0.002179,27.856168,1.0,0.455201,137.90625,11.971029,0.000953,0.157895,0.388104,1.0,0.626087,56.726562,4.924181,0.00264,0.026087,2.242808,1.0,0.703652,62.921875,5.461968,0.024822,0.157895,0.370551,1.0,0.537089,84.765625,7.358127,0.93,0.846154,0.394465,2.0,0.946003,89.75,6.088874,0.06675,0.984962,4.035806,1.0,0.45297,136.644531,10.320584,0.00256,0.01626,3.732476,3.0,0.946195,73.875,6.41276,0.01715,0.012739,4.764217,1.0,85.091413,12.192754,56.579631,jvm-cpu,adservice
1780956760,6.390968,75.851562,6.584337,0.086333,0.231707,2.460984,1.0,1.209555,107.453125,9.327528,0.004641,0.00823,7.292917,7.0,2.592582,57.210938,4.966227,0.000838,0.001828,32.833133,1.0,3.051857,154.230469,13.388062,0.00296,0.002262,25.860556,1.0,0.415364,138.398438,12.013753,0.0042,0.15,0.394859,1.0,0.596069,56.726562,4.924181,0.00354,0.029412,2.040816,1.0,0.647931,62.824219,5.453491,0.02482,0.090909,0.330152,1.0,0.539291,84.773438,7.358805,0.895,0.842105,0.370544,2.0,1.373187,89.757812,6.089404,0.07525,0.984925,3.881109,1.0,0.764772,136.644531,10.320584,0.00142,0.016575,3.529985,3.0,0.946195,73.875,6.41276,0.016337,0.012987,4.505207,1.0,83.500264,15.241643,56.591402,jvm-cpu,adservice
1780956770,7.565756,74.832031,6.495836,0.085,0.210084,2.462748,1.0,1.464597,107.453125,9.327528,0.004752,0.008287,7.491567,7.0,2.592582,57.210938,4.966227,0.000696,0.001791,34.664735,1.0,3.051857,154.230469,13.388062,0.001447,0.00212,29.284546,1.0,0.471164,137.96875,11.976454,0.00448,0.153846,0.390168,1.0,0.596069,56.726562,4.924181,0.00268,0.027273,2.27649,1.0,0.647931,62.824219,5.453491,0.0445,0.095238,0.434621,1.0,0.561342,84.769531,7.358466,0.89,0.842105,0.39322,2.0,1.43334,89.765625,6.089934,0.098,0.985149,4.180464,1.0,0.812983,136.964844,10.344777,0.000934,0.015957,3.890728,3.0,0.995288,73.8125,6.407335,0.004913,0.013043,4.759934,1.0,90.229221,9.936879,56.558245,jvm-cpu,adservice
1780956780,7.332304,75.179688,6.526015,0.062,0.171053,2.280844,1.0,1.613669,107.46875,9.328885,0.004765,0.00831,7.026901,7.0,2.567089,57.132812,4.959446,0.000666,0.001836,31.806591,1.0,3.108266,154.890625,13.445367,0.000994,0.00221,27.16168,1.0,0.471164,137.96875,11.976454,0.00424,0.157895,0.387312,1.0,0.587136,56.726562,4.924181,0.0016,0.02439,2.461058,1.0,0.71915,62.859375,5.456543,0.04625,0.133333,0.45018,1.0,0.553305,84.769531,7.358466,0.2275,0.857143,0.420181,2.0,0.906628,89.765625,6.089934,0.098,0.985149,4.180464,1.0,0.756764,136.964844,10.344777,0.000984,0.016807,3.571321,3.0,0.995288,73.8125,6.407335,0.004956,0.013605,4.411765,1.0,84.158296,12.837635,56.558245,jvm-cpu,adservice
1780956790,7.363083,75.179688,6.526015,0.07025,0.193277,2.316302,1.0,1.613669,107.46875,9.328885,0.004819,0.008299,7.290879,7.0,2.617739,57.128906,4.959106,0.000638,0.001828,33.097356,1.0,2.677537,154.96875,13.452148,0.001249,0.002126,27.465255,1.0,0.459366,138.4375,12.017144,0.00444,0.142857,0.423537,1.0,0.587136,56.726562,4.924181,0.000952,0.02521,2.316392,1.0,0.71915,62.859375,5.456543,0.04825,0.142857,0.423549,1.0,0.344977,84.769531,7.358466,0.2215,0.842105,0.369837,2.0,1.104799,89.753906,6.089139,0.17425,0.985149,3.932027,1.0,0.538507,136.964844,10.344777,0.00132,0.016216,3.600973,3.0,1.092908,73.882812,6.413439,0.004925,0.014019,4.16545,1.0,85.401556,15.39854,56.756934,jvm-cpu,adservice
1780956800,6.430667,75.253906,6.532457,0.078833,0.212598,2.64286,1.0,1.813134,107.542969,9.335327,0.004755,0.008,7.803396,7.0,2.822249,57.128906,4.959106,0.000787,0.001744,35.792321,1.0,3.384842,154.96875,13.452148,0.001443,0.002009,31.069214,1.0,0.417998,138.4375,12.017144,0.00416,0.142857,0.41689,1.0,0.666816,56.757812,4.926893,0.00069,0.02439,2.55962,1.0,0.864022,62.941406,5.463664,0.047,0.16,0.520237,1.0,0.60041,84.765625,7.358127,0.89,0.869565,0.478638,2.0,1.527338,90.410156,6.133661,0.14875,0.985294,4.114479,1.0,0.847597,137.03125,10.349792,0.00246,0.015748,3.842198,3.0,1.120654,73.910156,6.415812,0.00486,0.014286,4.235365,1.0,93.475219,9.674331,56.829959,jvm-cpu,adservice
1780956810,8.017538,75.253906,6.532457,0.07775,0.233333,2.722817,1.0,1.813134,107.542969,9.335327,0.004654,0.007812,7.744668,7.0,3.038959,57.417969,4.984199,0.000865,0.001756,34.457722,1.0,2.629867,154.96875,13.452148,0.001443,0.002009,31.069214,1.0,0.481894,138.222656,11.998494,0.000978,0.136364,0.449935,1.0,0.666816,56.757812,4.926893,0.000797,0.024691,2.450535,1.0,0.864022,62.941406,5.463664,0.0465,0.2,0.453789,1.0,0.495453,84.765625,7.358127,0.89,0.869565,0.478638,2.0,1.527338,90.410156,6.133661,0.143,0.986239,4.536563,1.0,0.847597,137.03125,10.349792,0.002427,0.015464,4.037125,3.0,1.115842,73.910156,6.415812,0.004927,0.012931,4.827801,1.0,93.228808,9.674331,56.829959,jvm-cpu,adservice
1780956820,7.475464,76.25,6.618924,0.0869,0.244275,2.557894,1.0,1.728236,106.726562,9.264459,0.004765,0.007916,7.400465,7.0,3.102287,57.417969,4.984199,0.000938,0.001771,33.076893,1.0,3.125729,154.214844,13.386705,0.002506,0.002073,28.253441,1.0,0.475402,138.222656,11.998494,0.00098,0.125,0.482524,1.0,0.618671,56.789062,4.929606,0.000842,0.023622,2.479791,1.0,0.769873,62.996094,5.468411,0.04425,0.166667,0.468622,1.0,0.581344,84.769531,7.358466,0.885,0.869565,0.449096,2.0,1.414623,90.410156,6.133661,0.1405,0.986755,4.568282,1.0,0.81416,137.03125,10.349792,0.00136,0.016043,3.651345,3.0,1.022056,73.902344,6.415134,0.0159,0.013636,4.2957,1.0,87.684053,15.287513,56.878291,jvm-cpu,adservice
1780956830,7.292092,74.980469,6.508721,0.084625,0.246032,2.616333,1.0,1.762817,106.753906,9.266832,0.00484,0.008086,7.703488,7.0,2.798065,57.410156,4.983521,0.000947,0.001781,34.966777,1.0,3.151936,154.5625,13.416884,0.002467,0.002125,28.377563,1.0,0.578865,138.589844,12.030368,0.000983,0.125,0.475464,1.0,0.618671,56.789062,4.929606,0.000847,0.022222,2.714113,1.0,0.810167,63.0625,5.474175,0.0435,0.115385,0.539867,1.0,0.573889,84.769531,7.358466,0.905,0.888889,0.542839,2.0,1.4354,90.410156,6.133661,0.079,0.985915,4.282139,1.0,0.571817,137.121094,10.356578,0.000988,0.016529,3.648975,3.0,1.102489,73.910156,6.415812,0.01925,0.013072,4.614132,1.0,90.481691,12.6538,56.878291,jvm-cpu,adservice
1780956840,6.040817,74.894531,6.501261,0.084625,0.246032,2.616333,1.0,1.80599,106.753906,9.266832,0.004941,0.008439,7.147381,7.0,2.914664,56.703125,4.922146,0.000945,0.00189,31.906873,1.0,3.190821,154.5625,13.416884,0.003203,0.002138,29.13206,1.0,0.578865,138.589844,12.030368,0.000986,0.117647,0.512681,1.0,0.616111,57.152344,4.961141,0.00079,0.02381,2.616279,1.0,0.741979,63.0625,5.474175,0.0435,0.115385,0.539867,1.0,0.601932,84.453125,7.331,0.87,0.884615,0.539878,2.0,1.5295,90.417969,6.134191,0.07025,0.986239,4.526578,1.0,0.845123,137.121094,10.356578,0.002547,0.016129,3.862126,3.0,1.102489,73.910156,6.415812,0.0187,0.020833,4.983492,1.0,88.383549,9.801906,56.945356,jvm-cpu,adservice
1780956850,7.404297,74.894531,6.501261,0.078667,0.242188,2.494543,1.0,1.745204,106.769531,9.268188,0.004859,0.00813,7.191581,7.0,2.649418,56.703125,4.922146,0.001385,0.001799,32.507649,1.0,2.110161,155.207031,13.472833,0.003587,0.002191,27.533172,1.0,0.576644,139.171875,12.080892,0.000982,0.107143,0.571534,1.0,0.59299,57.9375,5.029297,0.000793,0.024,2.436077,1.0,0.814116,63.074219,5.475193,0.0435,0.08,0.487234,1.0,0.601932,84.453125,7.331,0.238,0.875,0.482509,2.0,1.481446,90.417969,6.134191,0.065,0.985294,4.101327,1.0,0.870683,138.304688,10.445973,0.00264,0.016807,3.588661,3.0,1.056585,73.964844,6.420559,0.019262,0.027027,4.463343,1.0,85.857631,12.622516,56.945356,jvm-cpu,adservice
